"ES"
26.0449655440291
28.9826875516837
31.6436515408309
34.8373526454806
33.0928898291089
28.6750053277029
15.2960318263513
14.9875078256859
16.938334538879
22.4294688412383
26.5283561505914
23.398767422515
19.3476756151047
18.3563874768419
17.6658900366008
16.3552201079773
17.3185717471397
16.6792187944947
14.23959987226
13.4030058802133
16.3258906246455
26.4074940268226
20.8245936403951
30.5192663955152
31.8486083384118
35.8611156219024
38.9189003650268
47.909652993833
45.3632475304753
33.9100880778168
22.3810592289823
13.0652753229203
13.0947193812199
13.0859721451847
14.1217380275872
15.8536718034894
21.1064991064067
35.5054074483772
51.8566424551782
60.1091117260579
56.924933047054
43.5785084134169
27.6248715389088
18.2477095774322
29.4714224765865
43.1484479996271
71.8287241591892
57.1876907821535
70.4852552073167
76.6463485808187
75.6854577243248
82.7843179026397
64.6369964877258
61.1253652170182
50.1957108040571
28.5246029884897
18.3169510005475
18.6115387302899
21.5252348278388
31.9290935837475
46.4672146550857
61.3345557310084
66.3828559769718
66.4769219066531
70.0419085997064
65.9575264742649
59.2040658868865
67.3254862091723
71.5804887545231
94.6158400422622
96.3584553889247
110.494458323693
94.4975932619892
99.637822651439
100.071461863894
106.40536708845
108.058924398384
105.716940695893
105.036888817324
104.478941143156
99.5578207180499
98.4190553345795
97.5920163983046
99.6802317928336
106.713808558961
106.048025252432
107.954850558571
102.545560435301
82.7654441798153
43.4915301853761
20.6872690338357
16.4808907745442
18.9155269895931
32.8312528866014
34.0309649011652
47.5418663515536
45.2300450531533
57.3476861217848
63.5898925171182
61.4349879497581
55.4090178990211
50.1659412154982
12.8193661103621
13.5788674341319
12.7945074801405
15.7920983807036
15.0349373590792
14.4848713164551
17.1178575315268
15.4076085692559
14.5343678301701
14.5759317834831
15.4718644951767
13.0134263684826
13.8605950868189
18.6075369194493
14.3964490504758
12.6004593232303
12.8122315545854
16.8922695400541
16.1327669040698
16.347652711078
17.5931286716266
17.8494496525214
17.7682272389721
15.8330346033077
13.2924768736874
15.1704758119398
14.7724015099523
13.3155214065818
13.8633434261522
14.515013743784
15.1278156914823
15.1604152893894
15.6636842065709
15.700273108766
14.1808695006199
12.8019774524912
14.0869658100287
17.7693852762103
13.6227599785349
13.3625145089576
13.9522778479641
15.7236445734608
14.870415047631
18.4392471748266
20.1741099893381
20.2955649354049
18.7423698324704
16.539672502054
13.2718972799838
12.8940457797818
12.5400316377225
14.9652350093799
17.4477363374396
16.294599832769
17.4189810061527
17.6995364300041
20.2204421802902
18.4774797193703
15.4833940752062
13.2724423575986
12.9563390234203
16.5087108851464
12.8907010818092
13.7220573967125
14.1509172660868
14.7444192664766
19.3935580598522
20.516741151974
20.4634479601033
20.7471382577688
19.6956793077343
17.342149788014
13.0397157766203
13.9173210781209
14.0818497020104
15.2449531667181
20.5435323228027
25.6238754572036
28.8045328035793
31.6236600997994
28.1705997413811
21.7763591367384
17.7556681204145
12.6771307235435
15.7696477280395
26.5240109348146
16.8319549943063
12.6460138498983
13.4370478932958
13.257913020767
